Order Tracker,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security,Side,Order Qty,Order Price,Order Value,Order Status,Remaining Qty,Reject Reason,Contra Broker,Account ID,Last Filled Quantity,Filled Qty,TIF,Expiry Date,Disclose Qty,Minimum Qty,Order Date and Time,Client Order Id,Last Change Time,Execution Id,Trader Report Id,Exchange Order Id,Exchange
ALUM.N0000,BUY,50,21.00,"1,050.00",CANCELED,0,Cancelled by Owner,,CAS/92390-LI/0,0,0,DAY,,0,0,2026-01-13 07:30:42.0,92390LI0-wo3EZvjlU,2026-01-13 13:00:42,E0PuIqbs55Af,,O0PuIvRueOcy,CSE
ALUM.N0000,BUY,0,0.00,0.00,P.CHANGE,0,,,CAS/92390-LI/0,0,0,,,0,0,2026-01-13 12:54:46.0,92390LI0-wo3EZvjlU,2026-01-13 13:00:42,,,O0PuIvRueOcy,CSE
CIC.X0000,BUY,50,29.00,"1,450.00",CANCELED,0,Cancelled by Owner,,CAS/92390-LI/0,0,0,DAY,,0,0,2026-01-13 07:30:39.0,92390LI0-wooEQBKij,2026-01-13 13:00:39,E0PuIqbs55AJ,,O0PuIvRueOeX,CSE
CIC.X0000,BUY,0,0.00,0.00,P.CHANGE,0,,,CAS/92390-LI/0,0,0,,,0,0,2026-01-13 12:55:23.0,92390LI0-wooEQBKij,2026-01-13 13:00:39,,,O0PuIvRueOeX,CSE
CIC.X0000,BUY,50,29.00,"1,450.00",NEW,50,,,CAS/92390-LI/0,0,0,DAY,,50,0,2026-01-13 07:25:23.0,92390LI0-wot54nL04,2026-01-13 12:55:23,E0PuIqbs54il,,O0PuIvRueOeX,CSE
ALUM.N0000,BUY,50,21.00,"1,050.00",NEW,50,,,CAS/92390-LI/0,0,0,DAY,,50,0,2026-01-13 07:24:46.0,92390LI0-woEr13h70,2026-01-13 12:54:46,E0PuIqbs54eh,,O0PuIvRueOcy,CSE
MELS.N0000,SELL,25,177.25,"4,431.25",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-01-12 09:18:27.0,92390LI0-woqn1b9sD,2026-01-12 14:49:10,E0PtZt7wYwpJ,,O0PtZxxz7x0a,CSE
NTB.X0000,BUY,10,393.00,"3,930.00",FILLED,0,,BMS,CAS/92390-LI/0,10,10,DAY,,0,0,2026-01-12 06:25:14.0,92390LI0-woMMUFBPt,2026-01-12 11:55:14,E0PtZt7wYf9y,,O0PtZxxz7xRd,CSE
MELS.N0000,SELL,25,177.25,"4,431.25",NEW,25,,,CAS/92390-LI/0,0,0,DAY,,25,0,2026-01-12 06:21:47.0,92390LI0-woqn1b9sD,2026-01-12 11:51:47,E0PtZt7wYelC,,O0PtZxxz7x0a,CSE
MELS.N0000,SELL,25,177.25,"4,431.25",P.CHANGE,25,,,CAS/92390-LI/0,0,0,DAY,2026-01-12,25,0,2026-01-12 10:56:40.0,92390LI0-woqn1b9sD,2026-01-12 11:51:47,,,O0PtZxxz7x0a,CSE
HAYL.N0000,BUY,100,207.00,"20,700.00",FILLED,0,,CAS,CAS/92390-LI/0,100,100,DAY,,0,0,2026-01-12 06:09:06.0,92390LI0-woVi5m4rk,2026-01-12 11:39:06,E0PtZt7wYdF5,,O0PtZxxz7n6x,CSE
MELS.N0000,SELL,5,177.25,886.25,FILLED,0,,FWS,CAS/92390-LI/0,5,5,DAY,,0,0,2026-01-12 05:49:54.0,92390LI0-woOmDyaMy,2026-01-12 11:19:54,E0PtZt7wYbB4,,O0PtZxxz7wzL,CSE
MELS.N0000,SELL,5,177.00,885.00,FILLED,0,,FWS,CAS/92390-LI/0,5,5,DAY,,0,0,2026-01-12 05:49:39.0,92390LI0-woNtz0d6B,2026-01-12 11:19:39,E0PtZt7wYb9b,,O0PtZxxz7wjf,CSE
NTB.X0000,BUY,10,393.00,"3,930.00",NEW,10,,,CAS/92390-LI/0,0,0,DAY,,10,0,2026-01-12 05:35:02.0,92390LI0-woMMUFBPt,2026-01-12 11:05:02,E0PtZt7wYZRI,,O0PtZxxz7xRd,CSE
MELS.N0000,SELL,10,177.50,"1,775.00",NEW,10,,,CAS/92390-LI/0,0,0,DAY,,10,0,2026-01-12 05:26:40.0,92390LI0-wo3IX0HTD,2026-01-12 10:56:40,E0PtZt7wYYMY,,O0PtZxxz7x0a,CSE
MELS.N0000,SELL,5,177.25,886.25,NEW,5,,,CAS/92390-LI/0,0,0,DAY,,5,0,2026-01-12 05:26:16.0,92390LI0-woOmDyaMy,2026-01-12 10:56:16,E0PtZt7wYYK0,,O0PtZxxz7wzL,CSE
MELS.N0000,SELL,5,177.00,885.00,NEW,5,,,CAS/92390-LI/0,0,0,DAY,,5,0,2026-01-12 05:21:21.0,92390LI0-woNtz0d6B,2026-01-12 10:51:21,E0PtZt7wYXmF,,O0PtZxxz7wjf,CSE
HAYL.N0000,BUY,100,207.00,"20,700.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-01-12 03:30:27.0,92390LI0-woVi5m4rk,2026-01-12 09:30:57,0,,O0PtZxxz7n6x,CSE
HAYL.N0000,BUY,100,207.00,"20,700.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-01-12 03:30:27.0,92390LI0-woVi5m4rk,2026-01-12 09:00:27,E0PtZt7wYFbm,,O0PtZxxz7n6x,CSE
HAYL.N0000,BUY,100,207.00,"20,700.00",QUEUED,100,,,CAS/92390-LI/0,0,0,DAY,2026-01-12,100,0,2026-01-10 00:01:54.0,92390LI0-woVi5m4rk,2026-01-10 00:01:54,,,-,CSE
MELS.N0000,SELL,45,179.00,"8,055.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-01-09 09:18:58.0,92390LI0-woyuQp4ID,2026-01-09 14:50:12,E0PrOr04qRVm,,O0PrOvq7PFMj,CSE
HAYL.N0000,BUY,10,206.25,"2,062.50",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-01-09 09:18:58.0,92390LI0-woUTWmK7H,2026-01-09 14:49:18,E0PrOr04qQcb,,O0PrOvq7PURw,CSE
HAYL.N0000,BUY,10,206.25,"2,062.50",NEW,10,,,CAS/92390-LI/0,0,0,DAY,,10,0,2026-01-09 08:18:15.0,92390LI0-woUTWmK7H,2026-01-09 13:48:15,E0PrOr04qIH5,,O0PrOvq7PURw,CSE
MELS.N0000,SELL,45,179.00,"8,055.00",NEW,45,,,CAS/92390-LI/0,0,0,DAY,,45,0,2026-01-09 07:43:59.0,92390LI0-woyuQp4ID,2026-01-09 13:13:59,E0PrOr04qEMd,,O0PrOvq7PFMj,CSE
MELS.N0000,SELL,45,179.00,"8,055.00",P.CHANGE,45,,,CAS/92390-LI/0,0,0,DAY,2026-01-09,45,0,2026-01-09 09:37:34.0,92390LI0-woyuQp4ID,2026-01-09 13:13:59,,,O0PrOvq7PFMj,CSE
JAT.N0000,SELL,50,48.00,"2,400.00",FILLED,0,,SMS,CAS/92390-LI/0,50,50,DAY,,0,0,2026-01-09 05:21:57.0,92390LI0-woVmc3wko,2026-01-09 10:51:57,E0PrOr04pxWk,,O0PrOvq7PFui,CSE
CCS.N0000,SELL,40,113.75,"4,550.00",FILLED,0,,LSL,CAS/92390-LI/0,40,40,DAY,,0,0,2026-01-09 04:51:46.0,92390LI0-woRU21unC,2026-01-09 10:21:46,E0PrOr04psZR,,O0PrOvq7PF3x,CSE
